IndicatorID	IndicatorDesc	Source	Unit	Period	Region	Sex	AgeGroup	YearsOfSchooling	Occupation	Value	FN
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	All	All		26.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	All	All		25.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	All	All		26.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2017	Pal	Both	All	All		27.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	West Bank	Both	All	All		12.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	West Bank	Both	All	All		21.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	West Bank	Both	All	All		28.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	West Bank	Both	All	All		23.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	West Bank	Both	All	All		22.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	West Bank	Both	All	All		20.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	West Bank	Both	All	All		18.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	West Bank	Both	All	All		17.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	West Bank	Both	All	All		19.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	West Bank	Both	All	All		17.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	West Bank	Both	All	All		17.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	West Bank	Both	All	All		17.25730984	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	West Bank	Both	All	All		19	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	West Bank	Both	All	All		18.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	West Bank	Both	All	All		17.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	West Bank	Both	All	All		17.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	West Bank	Both	All	All		18.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2017	West Bank	Both	All	All		13.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Gaza	Both	All	All		18.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Gaza	Both	All	All		34	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Gaza	Both	All	All		37.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Gaza	Both	All	All		29.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Gaza	Both	All	All		35.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Gaza	Both	All	All		30.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Gaza	Both	All	All		34.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Gaza	Both	All	All		29.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Gaza	Both	All	All		40.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Gaza	Both	All	All		38.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Gaza	Both	All	All		37.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Gaza	Both	All	All		28.66846016	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Gaza	Both	All	All		31	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Gaza	Both	All	All		32.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Gaza	Both	All	All		43.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Gaza	Both	All	All		41	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Gaza	Both	All	All		41.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2017	Gaza	Both	All	All		48.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Female	All	All		12.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Female	All	All		13.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Female	All	All		17	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Female	All	All		18.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Female	All	All		20	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Female	All	All		22.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Female	All	All		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Female	All	All		19.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Female	All	All		24.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Female	All	All		26.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Female	All	All		26.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Female	All	All		28.37398841	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Female	All	All		32.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Female	All	All		35	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Female	All	All		38.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Female	All	All		39.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Female	All	All		44.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2017	Pal	Female	All	All		40.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Male	All	All		14.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Male	All	All		27.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Male	All	All		33.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Male	All	All		26.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Male	All	All		28.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Male	All	All		23.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Male	All	All		24.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Male	All	All		22.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Male	All	All		27.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Male	All	All		24.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Male	All	All		23.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Male	All	All		19.18298623	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Male	All	All		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Male	All	All		20.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Male	All	All		23.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Male	All	All		22.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Male	All	All		22.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2017	Pal	Male	All	All		24.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	  10-17	All		17.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	  10-17	All		34.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	  10-17	All		40.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	  10-17	All		27.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	  10-17	All		29.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	  10-17	All		24	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	  10-17	All		18.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	  10-17	All		17.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	  10-17	All		24	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	  10-17	All		24.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	  10-17	All		23.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	  10-17	All		24	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	  10-17	All		29.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	  10-17	All		31.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	  10-17	All		29	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	  10-17	All		27	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	  10-17	All		28.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	18-19	All		22	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	18-19	All		39.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	18-19	All		46.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	18-19	All		43.5	
